IE_NAME;IE_CODE;IE_SORT;IP_PROP152;IP_PROP31;IP_PROP111;IP_PROP153;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP109;IP_PROP110;IP_PROP112;IC_GROUP0;IC_GROUP1;IC_GROUP2
МКМК-100-12;mkmk-100-12;100;/upload/iblock/129/129b6e1786afb27bf7c03965f1c64344.JPG;/upload/iblock/45e/45e6d8ceeb2059843607e1b144523eea.JPG;Одиночный ключ;;1200;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКМЧВ-100-12;mkmvch-100-12;200;/upload/iblock/b84/b8410fcede2793e86bfba7d266f93697.JPG;/upload/iblock/3a5/3a556df4c48418735df77195e78bc308.JPG;Верхний чоппер;;1200;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКМЧН-100-12;mkmchn-100-12;300;/upload/iblock/111/111ebb20e35d6371e7ed9a364bdc69ba.JPG;/upload/iblock/072/0726ce43e27629813be0fe163f37d47b.JPG;Нижний чоппер;;1200;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКМП-100-12;mkmp-100-12;400;/upload/iblock/2ca/2ca3144c1c354011dae7783a645e72f2.JPG;/upload/iblock/79b/79bc97cdbb15516432fb8c94c8e47b0a.JPG;Полумост;;1200;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-50-06;mkd2-50-06;500;/upload/iblock/908/908e08f76bdcc82a4eaaa63b1e90c05a.JPG;/upload/iblock/1be/1be065f7170ce87cac07c09a54717521.JPG;Два диода;;600;50;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-100-06;mkd2-100-06;600;/upload/iblock/b8a/b8adf0f28fb5fbeb9539d01efd2cfd5b.JPG;/upload/iblock/2ed/2edae68a136893f73c8f61cecbc03c36.JPG;Два диода;;600;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-50-12;mkd2-50-12;700;/upload/iblock/3e6/3e601a776c0e450d33f28181b7b3d767.JPG;/upload/iblock/a51/a515ede76fec95708c80f627031cfa20.JPG;Два диода;;1200;50;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-100-12;mkd2-100-12;800;/upload/iblock/d37/d37a4377678848bec25a4c86230f3080.JPG;/upload/iblock/930/93007341fbfb2c828887e906f4a62370.JPG;Два диода;;1200;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-50-17;mkd2-50-17;900;/upload/iblock/c7a/c7a1a5e202b800826afc45387bb8d16d.JPG;/upload/iblock/62a/62a3f7e4ec13e85dca64757ebd1adc5c.JPG;Два диода;;1200;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД2-100-17;mkd2-100-17;1000;/upload/iblock/4fc/4fcfc9194292f098d4d8d80f70102e28.JPG;/upload/iblock/eeb/eeb2ef241aba7ae947e778716cd428fe.JPG;Два диода;;1200;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-50-06;mkd4-50-06;1100;/upload/iblock/e41/e41f895faf27aa7117a582e8ded25919.GIF;/upload/iblock/7e2/7e2327d7acc4baf2e6a8577952bf1d14.JPG;Однофазные мосты;;600;50;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-100-06;mkd4-100-06;1200;/upload/iblock/856/856953eb501a3f4618981a5575573526.GIF;/upload/iblock/2f2/2f229b25b465f07d29191b193ce7835d.JPG;Однофазные мосты;;600;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-50-12;mkd4-50-12;1300;/upload/iblock/339/339372f90e7f847428c47fd399d7e2fa.GIF;/upload/iblock/af5/af5e3cea11dc790ef1017a2690ea821c.JPG;Однофазные мосты;;1200;50;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-100-12;mkd4-100-12;1400;/upload/iblock/580/5807a315c63b4bcb9a72a22ae7950c1c.GIF;/upload/iblock/407/407b1c80adecbfc8009a3b3ba80017d9.JPG;Однофазные мосты;;1200;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-50-17;mkd4-50-17;1500;/upload/iblock/1f8/1f871bdc8e62e9bfefb5308ae31c2a80.GIF;/upload/iblock/34f/34fe1759a7ba33539f43bb9a301e1b69.JPG;Однофазные мосты;;1700;50;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД4-100-17;mkd4-100-17;1600;/upload/iblock/70a/70a6900b5901dc49f176b45bcf60bd6b.GIF;/upload/iblock/4ea/4eaddbd929716fbe53d19eb66afd01f1.JPG;Однофазные мосты;;1700;100;Приборы общего назначения;МПК-25;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-50-06;mkd6-50-06;2000;/upload/iblock/e3c/e3c3b7caf1dc196278f9ad2b34575e90.GIF;/upload/iblock/7f6/7f627dcdc6e9c5cd05718e0a73fd7422.JPG;Трехфазные мосты;;600;50;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-100-06;mkd6-100-06;2100;/upload/iblock/e90/e907010ef1c15ae7a06354f13b90d1db.GIF;/upload/iblock/120/120972aa9026fef4059bb0b43dbc42a1.JPG;Трехфазные мосты;;600;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-50-12;mkd6-50-12;2200;/upload/iblock/56c/56c809fd78878923665b1c42c69a80e5.GIF;/upload/iblock/ba6/ba615a51b8aaf899b75711944460fc4d.JPG;Трехфазные мосты;;1200;50;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-100-12;mkd6-100-12;2300;/upload/iblock/ac9/ac92bf6f214664f0a5698fc690fb9676.GIF;/upload/iblock/d00/d00c4ab749161dfed9a6b2d3806f14fd.JPG;Трехфазные мосты;;1200;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-50-17;mkd6-50-17;2400;/upload/iblock/995/9958a2d9d1cf0e2eecb8a8daabee77e6.GIF;/upload/iblock/950/95018a5435f91d62626acc89164fa5ad.JPG;Трехфазные мосты;;1700;50;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
МКД6-100-17;mkd6-100-17;2500;/upload/iblock/e60/e60d557168d387f85e5bd3600c0c9b8d.GIF;/upload/iblock/57f/57f9ed0c79b1910f8943ce176cfff2ee.JPG;Трехфазные мосты;;1700;100;Приборы общего назначения;МПК-44;;;Силовые модули  и диодные сборки на основе SiC;;
